"","Overall","List_Number"
"Fruits_g_8h...5099",0,54
"Fruits_g_24h...5100",0,54
"Animal_Foods_g_8h...5101",0,54
"Dairy_Products_g_8h...5102",0,54
"Dairy_Products_g_24h...5103",0,54
"Legumes_Nuts_g_8h...5104",0,54
"Sweets_g_8h...5105",0,54
"Sweets_g_24h...5106",0,54
"Total_g_8h...5107",0,54
"Staples_bin_8h...5108",0,54
"Staples_bin_24h...5109",0,54
"Vegetables_bin_8h...5110",0,54
"Vegetables_bin_24h...5111",0,54
"Fruits_bin_8h...5112",0,54
"Fruits_bin_24h...5113",0,54
"Animal_Foods_bin_8h...5114",0,54
"Animal_Foods_bin_24h...5115",0,54
"Dairy_Products_bin_8h...5116",0,54
"Dairy_Products_bin_24h...5117",0,54
"Legumes_Nuts_bin_8h...5118",0,54
"Legumes_Nuts_bin_24h...5119",0,54
"Sweets_bin_8h...5120",0,54
"Sweets_bin_24h...5121",0,54
"Meal_bin_8h...5122",0,54
"Meal_bin_24h...5123",0,54
"Hour...5124",0,54
"Meal_time...5125",0,54
"Staples_g_8h_missing...5126",0,54
"Staples_g_24h_missing...5127",0,54
"Vegetables_g_8h_missing...5128",0,54
"Vegetables_g_24h_missing...5129",0,54
"Fruits_g_8h_missing...5130",0,54
"Fruits_g_24h_missing...5131",0,54
"Animal_Foods_g_8h_missing...5132",0,54
"Animal_Foods_g_24h_missing...5133",0,54
"Dairy_Products_g_8h_missing...5134",0,54
"Dairy_Products_g_24h_missing...5135",0,54
"Legumes_Nuts_g_8h_missing...5136",0,54
"Legumes_Nuts_g_24h_missing...5137",0,54
"Sweets_g_8h_missing...5138",0,54
"Sweets_g_24h_missing...5139",0,54
"Total_g_8h_missing...5140",0,54
"Total_g_24h_missing...5141",0,54
"Staples_bin_24h_missing...5142",0,54
"Vegetables_bin_24h_missing...5143",0,54
"Fruits_bin_24h_missing...5144",0,54
"Animal_Foods_bin_24h_missing...5145",0,54
"Dairy_Products_bin_24h_missing...5146",0,54
"Legumes_Nuts_bin_24h_missing...5147",0,54
"Sweets_bin_24h_missing...5148",0,54
"Meal_bin_24h_missing...5149",0,54
"PPG_spike_prev_missing...5150",0,54
"Total_g_24h...5151",100,55
"Staples_g...5152",33.4911717044383,55
"Vegetables_bin...5153",13.9531441529112,55
"Animal_Foods_g_24h...5154",6.49281319468326,55
"Total_g_8h...5155",2.79096614404453,55
"Dairy_Products_bin_8h...5156",2.16619922571015,55
"Non.insulin.hypoglycemic.agents...5157",0,55
"basal_insulin...5158",0,55
"bolus_insulin...5159",0,55
"Intermediate_insulin...5160",0,55
"Staples_bin...5161",0,55
"Vegetables_g...5162",0,55
"Fruits_g...5163",0,55
"Fruits_bin...5164",0,55
"Animal_Foods_g...5165",0,55
"Animal_Foods_bin...5166",0,55
"Dairy_Products_g...5167",0,55
"Dairy_Products_bin...5168",0,55
"Legumes_Nuts_g...5169",0,55
"Legumes_Nuts_bin...5170",0,55
"Sweets_g...5171",0,55
"Sweets_bin...5172",0,55
"total_g...5173",0,55
"Day...5174",0,55
"basal_insulin_dose...5175",0,55
"bolus_insulin_dose...5176",0,55
"intermediate_insulin_dose...5177",0,55
"Insulin_Basal_Time...5178",0,55
"Intermediate_insulin_Time...5179",0,55
"Bolus_insulin_Time...5180",0,55
"Non_Insulin_Time...5181",0,55
"bolus_insulin_dose_time...5182",0,55
"basal_insulin_dose_time...5183",0,55
"intermediate_insulin_dose_time...5184",0,55
"day...5185",0,55
"month...5186",0,55
"Staples_g_8h...5187",0,55
"Staples_g_24h...5188",0,55
"Vegetables_g_8h...5189",0,55
"Vegetables_g_24h...5190",0,55
"Fruits_g_8h...5191",0,55
"Fruits_g_24h...5192",0,55
"Animal_Foods_g_8h...5193",0,55
"Dairy_Products_g_8h...5194",0,55
"Dairy_Products_g_24h...5195",0,55
"Legumes_Nuts_g_8h...5196",0,55
"Legumes_Nuts_g_24h...5197",0,55
"Sweets_g_8h...5198",0,55
"Sweets_g_24h...5199",0,55
"Staples_bin_8h...5200",0,55
"Staples_bin_24h...5201",0,55
"Vegetables_bin_8h...5202",0,55
"Vegetables_bin_24h...5203",0,55
"Fruits_bin_8h...5204",0,55
"Fruits_bin_24h...5205",0,55
"Animal_Foods_bin_8h...5206",0,55
"Animal_Foods_bin_24h...5207",0,55
"Dairy_Products_bin_24h...5208",0,55
"Legumes_Nuts_bin_8h...5209",0,55
"Legumes_Nuts_bin_24h...5210",0,55
"Sweets_bin_8h...5211",0,55
"Sweets_bin_24h...5212",0,55
"Meal_bin_8h...5213",0,55
"Meal_bin_24h...5214",0,55
"Hour...5215",0,55
"Meal_time...5216",0,55
"weekday_num...5217",0,55
"PPG_spike_prev...5218",0,55
"Staples_g_8h_missing...5219",0,55
"Staples_g_24h_missing...5220",0,55
"Vegetables_g_8h_missing...5221",0,55
"Vegetables_g_24h_missing...5222",0,55
"Fruits_g_8h_missing...5223",0,55
"Fruits_g_24h_missing...5224",0,55
"Animal_Foods_g_8h_missing...5225",0,55
"Animal_Foods_g_24h_missing...5226",0,55
"Dairy_Products_g_8h_missing...5227",0,55
"Dairy_Products_g_24h_missing...5228",0,55
"Legumes_Nuts_g_8h_missing...5229",0,55
"Legumes_Nuts_g_24h_missing...5230",0,55
"Sweets_g_8h_missing...5231",0,55
"Sweets_g_24h_missing...5232",0,55
"Total_g_8h_missing...5233",0,55
"Total_g_24h_missing...5234",0,55
"Staples_bin_24h_missing...5235",0,55
"Vegetables_bin_24h_missing...5236",0,55
"Fruits_bin_24h_missing...5237",0,55
"Animal_Foods_bin_24h_missing...5238",0,55
"Dairy_Products_bin_24h_missing...5239",0,55
"Legumes_Nuts_bin_24h_missing...5240",0,55
"Sweets_bin_24h_missing...5241",0,55
"Meal_bin_24h_missing...5242",0,55
"PPG_spike_prev_missing...5243",0,55
"Total_g_24h...5244",100,56
"Staples_bin...5245",44.4278047103235,56
"Animal_Foods_g...5246",16.3981533239297,56
"total_g...5247",5.84877557096302,56
"Animal_Foods_g_24h...5248",1.71816681083373,56
"Non.insulin.hypoglycemic.agents...5249",0,56
"basal_insulin...5250",0,56
"bolus_insulin...5251",0,56
"Intermediate_insulin...5252",0,56
"Staples_g...5253",0,56
"Vegetables_g...5254",0,56
"Vegetables_bin...5255",0,56
"Fruits_g...5256",0,56
"Fruits_bin...5257",0,56
"Animal_Foods_bin...5258",0,56
"Dairy_Products_g...5259",0,56
"Dairy_Products_bin...5260",0,56
"Legumes_Nuts_g...5261",0,56
"Legumes_Nuts_bin...5262",0,56
"Sweets_g...5263",0,56
"Sweets_bin...5264",0,56
"Day...5265",0,56
"basal_insulin_dose...5266",0,56
"bolus_insulin_dose...5267",0,56
"intermediate_insulin_dose...5268",0,56
"Insulin_Basal_Time...5269",0,56
"Intermediate_insulin_Time...5270",0,56
"Bolus_insulin_Time...5271",0,56
"Non_Insulin_Time...5272",0,56
"bolus_insulin_dose_time...5273",0,56
"basal_insulin_dose_time...5274",0,56
"intermediate_insulin_dose_time...5275",0,56
"day...5276",0,56
"month...5277",0,56
"Staples_g_8h...5278",0,56
"Staples_g_24h...5279",0,56
"Vegetables_g_8h...5280",0,56
"Vegetables_g_24h...5281",0,56
"Fruits_g_8h...5282",0,56
"Fruits_g_24h...5283",0,56
"Animal_Foods_g_8h...5284",0,56
"Dairy_Products_g_8h...5285",0,56
"Dairy_Products_g_24h...5286",0,56
"Legumes_Nuts_g_8h...5287",0,56
"Legumes_Nuts_g_24h...5288",0,56
"Sweets_g_8h...5289",0,56
"Sweets_g_24h...5290",0,56
"Total_g_8h...5291",0,56
"Staples_bin_8h...5292",0,56
"Staples_bin_24h...5293",0,56
"Vegetables_bin_8h...5294",0,56
"Vegetables_bin_24h...5295",0,56
"Fruits_bin_8h...5296",0,56
"Fruits_bin_24h...5297",0,56
"Animal_Foods_bin_8h...5298",0,56
"Animal_Foods_bin_24h...5299",0,56
"Dairy_Products_bin_8h...5300",0,56
"Dairy_Products_bin_24h...5301",0,56
"Legumes_Nuts_bin_8h...5302",0,56
"Legumes_Nuts_bin_24h...5303",0,56
"Sweets_bin_8h...5304",0,56
"Sweets_bin_24h...5305",0,56
"Meal_bin_8h...5306",0,56
"Meal_bin_24h...5307",0,56
"Hour...5308",0,56
"Meal_time...5309",0,56
"weekday_num...5310",0,56
"PPG_spike_prev...5311",0,56
"Staples_g_8h_missing...5312",0,56
"Staples_g_24h_missing...5313",0,56
"Vegetables_g_8h_missing...5314",0,56
"Vegetables_g_24h_missing...5315",0,56
"Fruits_g_8h_missing...5316",0,56
"Fruits_g_24h_missing...5317",0,56
"Animal_Foods_g_8h_missing...5318",0,56
"Animal_Foods_g_24h_missing...5319",0,56
"Dairy_Products_g_8h_missing...5320",0,56
"Dairy_Products_g_24h_missing...5321",0,56
"Legumes_Nuts_g_8h_missing...5322",0,56
"Legumes_Nuts_g_24h_missing...5323",0,56
"Sweets_g_8h_missing...5324",0,56
"Sweets_g_24h_missing...5325",0,56
"Total_g_8h_missing...5326",0,56
"Total_g_24h_missing...5327",0,56
"Staples_bin_24h_missing...5328",0,56
"Vegetables_bin_24h_missing...5329",0,56
"Fruits_bin_24h_missing...5330",0,56
"Animal_Foods_bin_24h_missing...5331",0,56
"Dairy_Products_bin_24h_missing...5332",0,56
"Legumes_Nuts_bin_24h_missing...5333",0,56
"Sweets_bin_24h_missing...5334",0,56
"Meal_bin_24h_missing...5335",0,56
"PPG_spike_prev_missing...5336",0,56
"Day...5337",100,57
"Fruits_bin...5338",88.7192921666224,57
"Staples_g_8h...5339",35.7234153449067,57
"Animal_Foods_g...5340",29.9084878101041,57
"Staples_g...5341",29.104754929032,57
"Staples_bin...5342",18.4511135595895,57
"Total_g_24h...5343",9.92550139766476,57
"Fruits_bin_8h...5344",9.339343971663,57
"Dairy_Products_bin...5345",2.05771382186453,57
"Animal_Foods_g_8h...5346",1.12154241305162,57
"Non.insulin.hypoglycemic.agents...5347",0,57
"basal_insulin...5348",0,57
"bolus_insulin...5349",0,57
"Intermediate_insulin...5350",0,57
"Vegetables_g...5351",0,57
"Vegetables_bin...5352",0,57
"Fruits_g...5353",0,57
"Animal_Foods_bin...5354",0,57
"Dairy_Products_g...5355",0,57
"Legumes_Nuts_g...5356",0,57
"Legumes_Nuts_bin...5357",0,57
"Sweets_g...5358",0,57
"Sweets_bin...5359",0,57
"total_g...5360",0,57
"basal_insulin_dose...5361",0,57
"bolus_insulin_dose...5362",0,57
"intermediate_insulin_dose...5363",0,57
"Insulin_Basal_Time...5364",0,57
"Intermediate_insulin_Time...5365",0,57
"Bolus_insulin_Time...5366",0,57
"Non_Insulin_Time...5367",0,57
"bolus_insulin_dose_time...5368",0,57
"basal_insulin_dose_time...5369",0,57
"intermediate_insulin_dose_time...5370",0,57
"day...5371",0,57
"month...5372",0,57
"Staples_g_24h...5373",0,57
"Vegetables_g_8h...5374",0,57
"Vegetables_g_24h...5375",0,57
"Fruits_g_8h...5376",0,57
"Fruits_g_24h...5377",0,57
"Animal_Foods_g_24h...5378",0,57
"Dairy_Products_g_8h...5379",0,57
"Dairy_Products_g_24h...5380",0,57
"Legumes_Nuts_g_8h...5381",0,57
"Legumes_Nuts_g_24h...5382",0,57
"Sweets_g_8h...5383",0,57
"Sweets_g_24h...5384",0,57
"Total_g_8h...5385",0,57
"Staples_bin_8h...5386",0,57
"Staples_bin_24h...5387",0,57
"Vegetables_bin_8h...5388",0,57
"Vegetables_bin_24h...5389",0,57
"Fruits_bin_24h...5390",0,57
"Animal_Foods_bin_8h...5391",0,57
"Animal_Foods_bin_24h...5392",0,57
"Dairy_Products_bin_8h...5393",0,57
"Dairy_Products_bin_24h...5394",0,57
"Legumes_Nuts_bin_8h...5395",0,57
"Legumes_Nuts_bin_24h...5396",0,57
"Sweets_bin_8h...5397",0,57
"Sweets_bin_24h...5398",0,57
"Meal_bin_8h...5399",0,57
"Meal_bin_24h...5400",0,57
"Hour...5401",0,57
"Meal_time...5402",0,57
"weekday_num...5403",0,57
"PPG_spike_prev...5404",0,57
"Staples_g_8h_missing...5405",0,57
"Staples_g_24h_missing...5406",0,57
"Vegetables_g_8h_missing...5407",0,57
"Vegetables_g_24h_missing...5408",0,57
"Fruits_g_8h_missing...5409",0,57
"Fruits_g_24h_missing...5410",0,57
"Animal_Foods_g_8h_missing...5411",0,57
"Animal_Foods_g_24h_missing...5412",0,57
"Dairy_Products_g_8h_missing...5413",0,57
"Dairy_Products_g_24h_missing...5414",0,57
"Legumes_Nuts_g_8h_missing...5415",0,57
"Legumes_Nuts_g_24h_missing...5416",0,57
"Sweets_g_8h_missing...5417",0,57
"Sweets_g_24h_missing...5418",0,57
"Total_g_8h_missing...5419",0,57
"Total_g_24h_missing...5420",0,57
"Staples_bin_8h_missing...5421",0,57
"Staples_bin_24h_missing...5422",0,57
"Vegetables_bin_8h_missing...5423",0,57
"Vegetables_bin_24h_missing...5424",0,57
"Fruits_bin_8h_missing...5425",0,57
"Fruits_bin_24h_missing...5426",0,57
"Animal_Foods_bin_8h_missing...5427",0,57
"Animal_Foods_bin_24h_missing...5428",0,57
"Dairy_Products_bin_8h_missing...5429",0,57
"Dairy_Products_bin_24h_missing...5430",0,57
"Legumes_Nuts_bin_8h_missing...5431",0,57
"Legumes_Nuts_bin_24h_missing...5432",0,57
"Sweets_bin_8h_missing...5433",0,57
"Sweets_bin_24h_missing...5434",0,57
"Meal_bin_8h_missing...5435",0,57
"Meal_bin_24h_missing...5436",0,57
"PPG_spike_prev_missing...5437",0,57
"Meal_bin_8h...5438",100,58
"Hour...5439",32.1076341664485,58
"Meal_time...5440",31.9443198718344,58
"Staples_g_8h_missing...5441",7.28337408247705,58
"Vegetables_g_8h_missing...5442",3.69306529988723,58
"Dairy_Products_g_8h_missing...5443",3.63878645869623,58
"Non.insulin.hypoglycemic.agents...5444",0,58
"basal_insulin...5445",0,58
"bolus_insulin...5446",0,58
"Intermediate_insulin...5447",0,58
"Staples_g...5448",0,58
"Staples_bin...5449",0,58
"Vegetables_g...5450",0,58
"Vegetables_bin...5451",0,58
"Fruits_g...5452",0,58
"Fruits_bin...5453",0,58
"Animal_Foods_g...5454",0,58
"Animal_Foods_bin...5455",0,58
"Dairy_Products_g...5456",0,58
"Dairy_Products_bin...5457",0,58
"Legumes_Nuts_g...5458",0,58
"Legumes_Nuts_bin...5459",0,58
"Sweets_g...5460",0,58
"Sweets_bin...5461",0,58
"total_g...5462",0,58
"Day...5463",0,58
"basal_insulin_dose...5464",0,58
"bolus_insulin_dose...5465",0,58
"intermediate_insulin_dose...5466",0,58
"Insulin_Basal_Time...5467",0,58
"Intermediate_insulin_Time...5468",0,58
"Bolus_insulin_Time...5469",0,58
"Non_Insulin_Time...5470",0,58
"bolus_insulin_dose_time...5471",0,58
"basal_insulin_dose_time...5472",0,58
"intermediate_insulin_dose_time...5473",0,58
"day...5474",0,58
"month...5475",0,58
"Staples_g_8h...5476",0,58
"Staples_g_24h...5477",0,58
"Vegetables_g_8h...5478",0,58
"Vegetables_g_24h...5479",0,58
"Fruits_g_8h...5480",0,58
"Fruits_g_24h...5481",0,58
"Animal_Foods_g_8h...5482",0,58
"Animal_Foods_g_24h...5483",0,58
"Dairy_Products_g_8h...5484",0,58
"Dairy_Products_g_24h...5485",0,58
"Legumes_Nuts_g_8h...5486",0,58
"Legumes_Nuts_g_24h...5487",0,58
"Sweets_g_8h...5488",0,58
"Sweets_g_24h...5489",0,58
"Total_g_8h...5490",0,58
"Total_g_24h...5491",0,58
"Staples_bin_8h...5492",0,58
"Staples_bin_24h...5493",0,58
"Vegetables_bin_8h...5494",0,58
"Vegetables_bin_24h...5495",0,58
"Fruits_bin_8h...5496",0,58
"Fruits_bin_24h...5497",0,58
"Animal_Foods_bin_8h...5498",0,58
"Animal_Foods_bin_24h...5499",0,58
"Dairy_Products_bin_8h...5500",0,58
"Dairy_Products_bin_24h...5501",0,58
"Legumes_Nuts_bin_8h...5502",0,58
"Legumes_Nuts_bin_24h...5503",0,58
"Sweets_bin_8h...5504",0,58
"Sweets_bin_24h...5505",0,58
"Meal_bin_24h...5506",0,58
"weekday_num...5507",0,58
"PPG_spike_prev...5508",0,58
"Staples_g_24h_missing...5509",0,58
"Vegetables_g_24h_missing...5510",0,58
"Fruits_g_8h_missing...5511",0,58
"Fruits_g_24h_missing...5512",0,58
"Animal_Foods_g_8h_missing...5513",0,58
"Animal_Foods_g_24h_missing...5514",0,58
"Dairy_Products_g_24h_missing...5515",0,58
"Legumes_Nuts_g_8h_missing...5516",0,58
"Legumes_Nuts_g_24h_missing...5517",0,58
"Sweets_g_8h_missing...5518",0,58
"Sweets_g_24h_missing...5519",0,58
"Total_g_8h_missing...5520",0,58
"Total_g_24h_missing...5521",0,58
"Staples_bin_24h_missing...5522",0,58
"Vegetables_bin_24h_missing...5523",0,58
"Fruits_bin_24h_missing...5524",0,58
"Animal_Foods_bin_24h_missing...5525",0,58
"Dairy_Products_bin_24h_missing...5526",0,58
"Legumes_Nuts_bin_24h_missing...5527",0,58
"Sweets_bin_24h_missing...5528",0,58
"Meal_bin_24h_missing...5529",0,58
"PPG_spike_prev_missing...5530",0,58
"Total_g_8h...5531",100,59
"Vegetables_bin...5532",92.1146221275416,59
"Hour...5533",66.4114988240351,59
"Total_g_24h...5534",56.6729843450244,59
"Vegetables_g_24h...5535",39.6642842951202,59
"Meal_time...5536",26.6208026150683,59
"Vegetables_g...5537",16.8139324493454,59
"total_g...5538",9.62493693483618,59
"Non.insulin.hypoglycemic.agents...5539",5.92211695802468,59
"Dairy_Products_g_24h...5540",4.67645249777623,59
"Animal_Foods_g_24h...5541",4.42177330869175,59
"Animal_Foods_bin_8h...5542",3.50570709290803,59
"weekday_num...5543",3.44948561556166,59
"Dairy_Products_bin_24h...5544",2.32847949737825,59
"Vegetables_bin_8h...5545",1.77550268592655,59
"Staples_bin_8h...5546",1.23500398051281,59
"Vegetables_g_8h...5547",0.723199797795733,59
"day...5548",0.566384183693246,59
"Animal_Foods_g_8h...5549",0.227329613135555,59
"Day...5550",0.167206953865321,59
"basal_insulin...5551",0,59
"bolus_insulin...5552",0,59
"Intermediate_insulin...5553",0,59
"Staples_g...5554",0,59
"Staples_bin...5555",0,59
"Fruits_g...5556",0,59
"Fruits_bin...5557",0,59
"Animal_Foods_g...5558",0,59
"Animal_Foods_bin...5559",0,59
"Dairy_Products_g...5560",0,59
"Dairy_Products_bin...5561",0,59
"Legumes_Nuts_g...5562",0,59
"Legumes_Nuts_bin...5563",0,59
"Sweets_g...5564",0,59
"Sweets_bin...5565",0,59
"basal_insulin_dose...5566",0,59
"bolus_insulin_dose...5567",0,59
"intermediate_insulin_dose...5568",0,59
"Insulin_Basal_Time...5569",0,59
"Intermediate_insulin_Time...5570",0,59
"Bolus_insulin_Time...5571",0,59
"Non_Insulin_Time...5572",0,59
"bolus_insulin_dose_time...5573",0,59
"basal_insulin_dose_time...5574",0,59
"intermediate_insulin_dose_time...5575",0,59
"month...5576",0,59
"Staples_g_8h...5577",0,59
"Staples_g_24h...5578",0,59
"Fruits_g_8h...5579",0,59
"Fruits_g_24h...5580",0,59
"Dairy_Products_g_8h...5581",0,59
"Legumes_Nuts_g_8h...5582",0,59
"Legumes_Nuts_g_24h...5583",0,59
"Sweets_g_8h...5584",0,59
"Sweets_g_24h...5585",0,59
"Staples_bin_24h...5586",0,59
"Vegetables_bin_24h...5587",0,59
"Fruits_bin_8h...5588",0,59
"Fruits_bin_24h...5589",0,59
"Animal_Foods_bin_24h...5590",0,59
"Dairy_Products_bin_8h...5591",0,59
"Legumes_Nuts_bin_8h...5592",0,59
"Legumes_Nuts_bin_24h...5593",0,59
"Sweets_bin_8h...5594",0,59
"Sweets_bin_24h...5595",0,59
"Meal_bin_8h...5596",0,59
"Meal_bin_24h...5597",0,59
"PPG_spike_prev...5598",0,59
"Staples_g_8h_missing...5599",0,59
"Staples_g_24h_missing...5600",0,59
"Vegetables_g_8h_missing...5601",0,59
"Vegetables_g_24h_missing...5602",0,59
"Fruits_g_8h_missing...5603",0,59
"Fruits_g_24h_missing...5604",0,59
"Animal_Foods_g_8h_missing...5605",0,59
"Animal_Foods_g_24h_missing...5606",0,59
"Dairy_Products_g_8h_missing...5607",0,59
"Dairy_Products_g_24h_missing...5608",0,59
"Legumes_Nuts_g_8h_missing...5609",0,59
"Legumes_Nuts_g_24h_missing...5610",0,59
"Sweets_g_8h_missing...5611",0,59
"Sweets_g_24h_missing...5612",0,59
"Total_g_8h_missing...5613",0,59
"Total_g_24h_missing...5614",0,59
"Staples_bin_24h_missing...5615",0,59
"Vegetables_bin_24h_missing...5616",0,59
"Fruits_bin_24h_missing...5617",0,59
"Animal_Foods_bin_24h_missing...5618",0,59
"Dairy_Products_bin_24h_missing...5619",0,59
"Legumes_Nuts_bin_24h_missing...5620",0,59
"Sweets_bin_24h_missing...5621",0,59
"Meal_bin_24h_missing...5622",0,59
"PPG_spike_prev_missing...5623",0,59
"Hour...5624",100,60
"Meal_bin_8h...5625",46.3312582187548,60
"Meal_time...5626",32.0635028042508,60
"Staples_g_8h_missing...5627",7.14226272483957,60
"Vegetables_g_8h_missing...5628",3.57583246111919,60
"Dairy_Products_g_8h_missing...5629",3.57090629051294,60
"Non.insulin.hypoglycemic.agents...5630",0,60
"basal_insulin...5631",0,60
"bolus_insulin...5632",0,60
"Intermediate_insulin...5633",0,60
"Staples_g...5634",0,60
"Staples_bin...5635",0,60
"Vegetables_g...5636",0,60
"Vegetables_bin...5637",0,60
"Fruits_g...5638",0,60
"Fruits_bin...5639",0,60
"Animal_Foods_g...5640",0,60
"Animal_Foods_bin...5641",0,60
"Dairy_Products_g...5642",0,60
"Dairy_Products_bin...5643",0,60
"Legumes_Nuts_g...5644",0,60
"Legumes_Nuts_bin...5645",0,60
"Sweets_g...5646",0,60
"Sweets_bin...5647",0,60
"total_g...5648",0,60
"Day...5649",0,60
"basal_insulin_dose...5650",0,60
"bolus_insulin_dose...5651",0,60
"intermediate_insulin_dose...5652",0,60
"Insulin_Basal_Time...5653",0,60
"Intermediate_insulin_Time...5654",0,60
"Bolus_insulin_Time...5655",0,60
"Non_Insulin_Time...5656",0,60
"bolus_insulin_dose_time...5657",0,60
"basal_insulin_dose_time...5658",0,60
"intermediate_insulin_dose_time...5659",0,60
"day...5660",0,60
"month...5661",0,60
"Staples_g_8h...5662",0,60
"Staples_g_24h...5663",0,60
"Vegetables_g_8h...5664",0,60
"Vegetables_g_24h...5665",0,60
"Fruits_g_8h...5666",0,60
"Fruits_g_24h...5667",0,60
"Animal_Foods_g_8h...5668",0,60
"Animal_Foods_g_24h...5669",0,60
"Dairy_Products_g_8h...5670",0,60
"Dairy_Products_g_24h...5671",0,60
"Legumes_Nuts_g_8h...5672",0,60
"Legumes_Nuts_g_24h...5673",0,60
"Sweets_g_8h...5674",0,60
"Sweets_g_24h...5675",0,60
"Total_g_8h...5676",0,60
"Total_g_24h...5677",0,60
"Staples_bin_8h...5678",0,60
"Staples_bin_24h...5679",0,60
"Vegetables_bin_8h...5680",0,60
"Vegetables_bin_24h...5681",0,60
"Fruits_bin_8h...5682",0,60
"Fruits_bin_24h...5683",0,60
"Animal_Foods_bin_8h...5684",0,60
"Animal_Foods_bin_24h...5685",0,60
"Dairy_Products_bin_8h...5686",0,60
"Dairy_Products_bin_24h...5687",0,60
"Legumes_Nuts_bin_8h...5688",0,60
"Legumes_Nuts_bin_24h...5689",0,60
"Sweets_bin_8h...5690",0,60
"Sweets_bin_24h...5691",0,60
"Meal_bin_24h...5692",0,60
"weekday_num...5693",0,60
"PPG_spike_prev...5694",0,60
"Staples_g_24h_missing...5695",0,60
"Vegetables_g_24h_missing...5696",0,60
"Fruits_g_8h_missing...5697",0,60
"Fruits_g_24h_missing...5698",0,60
"Animal_Foods_g_8h_missing...5699",0,60
"Animal_Foods_g_24h_missing...5700",0,60
"Dairy_Products_g_24h_missing...5701",0,60
"Legumes_Nuts_g_8h_missing...5702",0,60
"Legumes_Nuts_g_24h_missing...5703",0,60
"Sweets_g_8h_missing...5704",0,60
"Sweets_g_24h_missing...5705",0,60
"Total_g_8h_missing...5706",0,60
"Total_g_24h_missing...5707",0,60
"Staples_bin_24h_missing...5708",0,60
"Vegetables_bin_24h_missing...5709",0,60
"Fruits_bin_24h_missing...5710",0,60
"Animal_Foods_bin_24h_missing...5711",0,60
"Dairy_Products_bin_24h_missing...5712",0,60
"Legumes_Nuts_bin_24h_missing...5713",0,60
"Sweets_bin_24h_missing...5714",0,60
"Meal_bin_24h_missing...5715",0,60
"PPG_spike_prev_missing...5716",0,60
"Animal_Foods_bin...5717",100,61
"Staples_bin...5718",96.0142037098679,61
"Staples_g...5719",17.8580308256798,61
"Meal_bin_8h...5720",12.8916275772388,61
"Total_g_24h...5721",10.6746921484538,61
"Meal_time...5722",8.60283034304732,61
"Animal_Foods_g_24h...5723",3.02739198720677,61
"Sweets_g_24h...5724",1.60561261336231,61
"Sweets_bin_24h...5725",0.617176990362132,61
"Total_g_8h...5726",0.286220967115435,61
"Non.insulin.hypoglycemic.agents...5727",0,61
"basal_insulin...5728",0,61
"bolus_insulin...5729",0,61
"Intermediate_insulin...5730",0,61
"Vegetables_g...5731",0,61
"Vegetables_bin...5732",0,61
"Fruits_g...5733",0,61
"Fruits_bin...5734",0,61
"Animal_Foods_g...5735",0,61
"Dairy_Products_g...5736",0,61
"Dairy_Products_bin...5737",0,61
"Legumes_Nuts_g...5738",0,61
"Legumes_Nuts_bin...5739",0,61
"Sweets_g...5740",0,61
"Sweets_bin...5741",0,61
"total_g...5742",0,61
"Day...5743",0,61
"basal_insulin_dose...5744",0,61
"bolus_insulin_dose...5745",0,61
"intermediate_insulin_dose...5746",0,61
"Insulin_Basal_Time...5747",0,61
"Intermediate_insulin_Time...5748",0,61
"Bolus_insulin_Time...5749",0,61
"Non_Insulin_Time...5750",0,61
"bolus_insulin_dose_time...5751",0,61
"basal_insulin_dose_time...5752",0,61
"intermediate_insulin_dose_time...5753",0,61
"day...5754",0,61
"month...5755",0,61
"Staples_g_8h...5756",0,61
"Staples_g_24h...5757",0,61
"Vegetables_g_8h...5758",0,61
"Vegetables_g_24h...5759",0,61
"Fruits_g_8h...5760",0,61
"Fruits_g_24h...5761",0,61
"Animal_Foods_g_8h...5762",0,61
"Dairy_Products_g_8h...5763",0,61
"Dairy_Products_g_24h...5764",0,61
"Legumes_Nuts_g_8h...5765",0,61
"Legumes_Nuts_g_24h...5766",0,61
"Sweets_g_8h...5767",0,61
"Staples_bin_8h...5768",0,61
"Staples_bin_24h...5769",0,61
"Vegetables_bin_8h...5770",0,61
"Vegetables_bin_24h...5771",0,61
"Fruits_bin_8h...5772",0,61
"Fruits_bin_24h...5773",0,61
"Animal_Foods_bin_8h...5774",0,61
"Animal_Foods_bin_24h...5775",0,61
"Dairy_Products_bin_8h...5776",0,61
"Dairy_Products_bin_24h...5777",0,61
"Legumes_Nuts_bin_8h...5778",0,61
"Legumes_Nuts_bin_24h...5779",0,61
"Sweets_bin_8h...5780",0,61
"Meal_bin_24h...5781",0,61
"Hour...5782",0,61
"weekday_num...5783",0,61
"PPG_spike_prev...5784",0,61
"Staples_g_8h_missing...5785",0,61
"Staples_g_24h_missing...5786",0,61
"Vegetables_g_8h_missing...5787",0,61
"Vegetables_g_24h_missing...5788",0,61
"Fruits_g_8h_missing...5789",0,61
"Fruits_g_24h_missing...5790",0,61
"Animal_Foods_g_8h_missing...5791",0,61
"Animal_Foods_g_24h_missing...5792",0,61
"Dairy_Products_g_8h_missing...5793",0,61
"Dairy_Products_g_24h_missing...5794",0,61
"Legumes_Nuts_g_8h_missing...5795",0,61
"Legumes_Nuts_g_24h_missing...5796",0,61
"Sweets_g_8h_missing...5797",0,61
